"","spName","prevAll","x","y","prevBins","xBins","yBins","weights"
"6755","Amazilia_sapphirina",1512,-58.87,-5.34,2,4,4,0.00552486187845304
"1269","Nonnula_frontalis",93,-75.93,8.62,1,3,5,0.00164203612479475
"2839","Estrilda_caerulescens",672,1.4,10.9,1,5,6,0.142857142857143
"7605","Tringa_flavipes",3364,-122.83,60.79,3,2,9,0.125
"7937","Emberiza_cia",2372,34.67,40.21,3,6,8,0.166666666666667
"7266","Acrocephalus_melanopogon",1397,43.15,43.02,2,7,8,0.1
"7908","Melocichla_mentalis",2415,18.82,-0.71,3,6,5,0.0294117647058824
"8163","Melospiza_georgiana",3653,-92.44,51.57,4,3,9,0.25
"6451","Ducula_rubricera",97,154.74,-6.5,1,10,4,0.00704225352112676
"8007","Calandrella_cheleensis",2708,105.53,40.13,3,8,8,0.2
"8549","Dendroica_coronata",6199,-108.79,53.29,6,2,9,0.166666666666667
"7566","Emberiza_fucata",2229,121.79,43.54,2,9,8,0.0526315789473684
"4656","Columba_pulchricollis",332,96.25,25.52,1,8,7,0.00294117647058824
"8010","Tichodroma_muraria",2848,73.74,37.92,3,8,8,0.2
"3033","Prinia_robertsi",12,32.83,-19.17,1,6,3,0.00680272108843537
"7954","Sturnus_roseus",2983,59.86,44.16,3,7,8,0.125
"6557","Myiarchus_cinerascens",1558,-109.73,33.89,2,2,7,0.0833333333333333
"8162","Empidonax_minimus",3435,-101.28,51.42,4,3,9,0.25
"8795","Sitta_europaea",14433,84.54,53.22,13,8,9,0.166666666666667
"7244","Lanius_senator",1799,17,39.02,2,6,8,0.0833333333333333
"8789","Luscinia_svecica",13393,75.72,57.36,12,8,9,0.25
"8843","Bubulcus_ibis",25509,0.87,5.99,23,5,5,1
"8601","Calidris_alpina",6026,36.16,67.67,6,6,10,0.25
"8423","Ictinia_plumbea",4656,-61.08,-6.39,5,4,4,0.02
"6182","Calidris_subminuta",347,120.14,59.24,1,9,9,0.2
"7547","Treron_vernans",1285,111.44,3.61,2,9,5,0.125
"7356","Ketupa_zeylonensis",2231,88.98,20.61,2,8,6,0.00952380952380952
"8540","Muscicapa_sibirica",4695,116.85,47.81,5,9,8,0.333333333333333
"4923","Podoces_hendersoni",752,94.91,43.34,1,8,8,0.0526315789473684
"3711","Oenanthe_cypriaca",12,33.46,35.12,1,6,7,0.0833333333333333
"1403","Steatornis_caripensis",573,-70.71,0.34,1,3,5,0.00164203612479475
"2219","Phacellodomus_sibilatrix",419,-61.53,-27.58,1,4,3,0.00280112044817927
"7836","Accipiter_minullus",2601,29.71,-9.75,3,6,4,0.0181818181818182
"7814","Amazona_ochrocephala",2372,-64.64,-1.45,3,4,5,0.0666666666666667
"8302","Acrocephalus_palustris",3700,31.46,51.79,4,6,9,0.2
"318","Pseudocolopteryx_acutipennis",299,-69.01,-17.88,1,3,3,0.0121951219512195
"8805","Picoides_tridactylus",15818,21.93,57.55,15,6,9,0.5
"6966","Caprimulgus_rufigena",1171,22.83,-21.89,2,6,3,0.0357142857142857
"6597","Elaenia_albiceps",1198,-71.43,-30.59,2,3,2,0.142857142857143
"8093","Todiramphus_chloris",2382,117.27,-0.3,3,9,5,0.2
"2236","Phylloscartes_eximius",412,-49.01,-23.26,1,4,3,0.00280112044817927
"281","Fulica_gigantea",239,-69.67,-17.34,1,3,3,0.0121951219512195
"4323","Alophoixus_pallidus",617,103.77,19.96,1,8,6,0.00377358490566038
"2182","Mionectes_rufiventris",433,-49.48,-23.99,1,4,3,0.00280112044817927
"4099","Ducula_pacifica",114,102.85,-15.86,1,8,3,0.5
"3554","Passer_rufocinctus",47,36.08,-0.95,1,6,5,0.00268817204301075
"8499","Phylloscopus_sibilatrix",4921,33.95,53.77,5,6,9,0.2
"7511","Oreoica_gutturalis",2052,132.45,-26.96,2,9,3,0.0178571428571429
"4314","Aethopyga_saturata",888,100.33,20.63,1,8,6,0.00377358490566038
"8754","Botaurus_stellaris",10454,75.47,49.79,10,8,9,0.2
"126","Dendroica_nigrescens",926,-115.69,40.16,1,2,8,0.0256410256410256
"4018","Alectoris_melanocephala",216,47.7,17.94,1,7,6,0.032258064516129
"8177","Coereba_flaveola",4205,-58.9,-5.62,4,4,4,0.0149253731343284
"8098","Megaceryle_lugubris",2264,110.46,29.58,3,9,7,0.2
"4397","Garrulax_milleti",24,107.88,13.88,1,8,6,0.00377358490566038
"8005","Picus_guerini",2559,104.42,26.36,3,8,7,0.25
"2872","Bradypterus_victorini",54,21.72,-33.73,1,6,2,0.0163934426229508
"8006","Buteo_hemilasius",2585,100.32,42.36,3,8,8,0.2
"8672","Passerculus_sandwichensis",8670,-108.68,53.96,8,2,9,0.333333333333333
"11","Numenius_tahitiensis",54,-162.68,63.66,1,1,10,0.333333333333333
"8473","Streptopelia_semitorquata",5108,21.67,-3.65,5,6,4,0.0416666666666667
"7990","Pelargopsis_capensis",2318,99.01,12.29,3,8,6,0.0227272727272727
"6117","Rhinomyias_brunneatus",297,114.87,26.94,1,9,7,0.0144927536231884
"1890","Coccyzus_bahamensis",13,-77.4,24.87,1,3,7,0.03125
"3388","Cisticola_discolor",38,10.51,6.16,1,6,5,0.00268817204301075
"6202","Gallirallus_australis",62,172.27,-41.59,1,10,1,0.0256410256410256
"8298","Alaemon_alaudipes",4131,25.35,25.32,4,6,7,0.5
"3951","Nectarinia_nectarinioides",229,39.53,1.02,1,7,5,0.00740740740740741
"4104","Caprimulgus_pulchellus",36,105.42,-4.94,1,8,4,0.0625
"1613","Cyrtonyx_sallei",53,-98.09,17.22,1,3,6,0.00257731958762887
"2889","Eupodotis_caerulescens",133,27.42,-29.01,1,6,2,0.0163934426229508
"4929","Saxicola_insignis",147,94.74,47.74,1,8,8,0.0526315789473684
"7471","Spatula_rhynchotis",1980,140.02,-29.87,2,9,2,0.0625
"7950","Otis_tarda",2720,71.41,48.24,3,7,8,0.125
"7622","Passerina_caerulea",2311,-98.25,32.65,3,3,7,0.2
"2297","Scytalopus_iraiensis",16,-48,-23.62,1,4,3,0.00280112044817927
"315","Picumnus_dorbignyanus",74,-68.77,-16.29,1,3,3,0.0121951219512195
"8389","Mimus_polyglottos",4731,-97.75,37.43,5,3,8,0.142857142857143
"6672","Fulica_leucoptera",1454,-63.84,-34.75,2,4,2,0.0476190476190476
"7067","Prodotiscus_zambesiae",1533,29.43,-11.44,2,6,4,0.0104166666666667
"7237","Cursorius_cursor",1682,34.12,30.34,2,6,7,0.166666666666667
"8160","Strix_varia",3466,-93.62,43.66,4,3,8,0.0666666666666667
"6654","Vireo_flavifrons",1537,-86.45,39.18,2,3,8,0.04
"6553","Catherpes_mexicanus",1952,-109.69,34.98,2,2,7,0.0833333333333333
"8351","Anas_superciliosa",4044,134.51,-21.47,4,9,3,0.2
"6774","Cephalopterus_ornatus",1925,-65,-5.28,2,4,4,0.00552486187845304
"3765","Centropus_toulou",253,46.73,-19.16,1,7,3,0.00735294117647059
"8558","Chordeiles_minor",6664,-100.4,44.64,6,3,8,0.25
"7410","Calandrella_acutirostris",1851,82.97,35.03,2,8,7,0.0294117647058824
"8746","Jynx_torquilla",10774,68.43,52.98,10,7,9,0.166666666666667
"6371","Phylidonyris_undulatus",17,165.49,-21.28,1,10,3,0.0105263157894737
"7269","Hippolais_rama",1830,64.15,39.91,2,7,8,0.1
"7443","Columba_eversmanni",1348,73.24,41.22,2,8,8,0.0666666666666667
"6549","Aeronautes_saxatalis",1846,-109.14,33.28,2,2,7,0.0833333333333333
"3695","Merops_albicollis",725,16.5,15.33,1,6,6,0.0454545454545455
"6660","Dendroica_tigrina",1661,-96.09,52.82,2,3,9,0.125
"8840","Aquila_chrysaetos",23925,29.03,51.93,22,6,9,0.5
"8430","Molothrus_bonariensis",5351,-60.02,-11.94,5,4,4,0.02
"8359","Zapornia_fusca",3450,110.96,23.11,4,9,6,0.5
"166","Asthenes_anthoides",146,-70.42,-48.54,1,3,1,0.0181818181818182
"7542","Collocalia_esculenta",1640,123.69,-0.53,2,9,5,0.125
"2418","Formicivora_melanogaster",1010,-47.95,-14,1,4,4,0.00476190476190476
"29","Parus_sclateri",160,-103.71,23.42,1,2,6,0.0344827586206897
"1983","Pseudocolopteryx_dinelliana",92,-63.35,-29.96,1,4,2,0.0147058823529412
"8123","Aegolius_acadicus",3395,-103.28,46.34,4,2,8,0.142857142857143
"7938","Leiopicus_medius",2344,25.17,47.07,3,6,8,0.166666666666667
"6558","Patagioenas_fasciata",1288,-109.78,32.32,2,2,7,0.0833333333333333
"5231","Ficedula_buruensis",24,129.15,-3.56,1,9,4,0.00194931773879142
"1747","Notiochelidon_pileata",48,-90.85,15.45,1,3,6,0.00257731958762887
"8749","Sylvia_curruca",10316,60.24,54.9,10,7,9,0.166666666666667
"4590","Alcippe_chrysotis",592,102.83,27.81,1,8,7,0.00294117647058824
"4919","Phoenicurus_alaschanicus",320,100.57,37.09,1,8,8,0.0526315789473684
"8571","Volatinia_jacarina",5613,-62.43,-6.9,6,4,4,0.111111111111111
"6301","Stagonopleura_bella",193,145.62,-37.77,1,10,2,0.0128205128205128
"5513","Scolopax_rosenbergii",105,141.68,-5.19,1,9,4,0.00194931773879142
"8689","Acrocephalus_schoenobaenus",8140,45.02,55.75,8,7,9,0.0833333333333333
"4926","Prunella_koslowi",392,99.74,45.34,1,8,8,0.0526315789473684
"7479","Cacatua_galerita",1797,142.01,-20.77,2,9,3,0.0178571428571429
"6186","Calidris_ruficollis",1124,109.65,68.9,1,9,10,0.333333333333333
"8164","Zonotrichia_albicollis",3539,-93.82,53.38,4,3,9,0.25
"1906","Quiscalus_major",173,-81.63,31.98,1,3,7,0.03125
"311","Phrygilus_atriceps",234,-67.93,-21.14,1,3,3,0.0121951219512195
"7171","Nectarinia_verticalis",2067,16.28,1.53,2,6,5,0.00806451612903226
"7485","Certhionyx_niger",2128,133.23,-26.26,2,9,3,0.0178571428571429
"7150","Indicator_maculatus",1502,11,4.15,2,6,5,0.00806451612903226
"2860","Picus_sharpei",296,-3.82,40.48,1,5,8,0.142857142857143
"4077","Emberiza_bruniceps",1122,65.17,43.93,1,7,8,0.0526315789473684
"148","Sphyrapicus_thyroideus",440,-112.69,40.74,1,2,8,0.0256410256410256
"7459","Anas_castanea",1413,139.28,-29.98,2,9,2,0.0625
"3983","Scleroptila_psilolaema",36,39.54,8.51,1,7,5,0.00740740740740741
"8677","Apus_affinis",8343,30.59,5.51,8,6,5,0.5
"8596","Pernis_apivorus",5905,37.87,53.57,6,6,9,0.142857142857143
"8319","Cygnus_olor",3413,40.07,49.98,4,7,9,0.2
"1600","Crypturellus_boucardi",173,-88.57,15.37,1,3,6,0.00257731958762887
"8797","Loxia_curvirostra",15167,23.54,51.41,14,6,9,0.333333333333333
"6707","Cyanocorax_chrysops",1134,-57.52,-21.69,2,4,3,0.0147058823529412
"6682","Podiceps_major",1497,-65.83,-36.74,2,4,2,0.0476190476190476
"7653","Sphyrapicus_varius",2820,-97.82,52.59,3,3,9,0.142857142857143
"8665","Locustella_lanceolata",6906,111.06,56.91,7,9,9,0.166666666666667
"7943","Loxia_pytyopsittacus",2435,34.42,61.13,3,6,9,0.5
"6600","Vultur_gryphus",1262,-70.7,-30.45,2,3,2,0.142857142857143
"6606","Lepidothrix_coronata",1227,-70.04,-3.07,2,3,4,0.0909090909090909
"8143","Parabuteo_unicinctus",3780,-67.75,-9.29,4,3,4,0.5
"6581","Recurvirostra_americana",1369,-107.78,41.63,2,2,8,0.0434782608695652
"7585","Tringa_brevipes",2182,142.47,62.32,2,9,9,0.125
"8513","Monticola_saxatilis",4703,71.25,42.6,5,7,8,0.0769230769230769
"8506","Acrocephalus_dumetorum",5396,55.54,48.25,5,7,8,0.0769230769230769
"6271","Mohoua_albicilla",49,175.82,-39.18,1,10,2,0.0128205128205128
"6604","Euphonia_laniirostris",1608,-68.5,-4.23,2,3,4,0.0909090909090909
"7446","Leucosticte_brandti",1802,89.25,38.39,2,8,8,0.0666666666666667
"8303","Ficedula_parva",3673,34.2,53.85,4,6,9,0.2
"4","Hemignathus_virens",12,-155.79,20.12,1,1,6,0.2
"8703","Emberiza_rustica",8072,100.35,61.39,8,8,9,0.2
"7651","Dendroica_magnolia",2299,-93.81,51.82,3,3,9,0.142857142857143
"7236","Chlamydotis_undulata",1417,8.9,28.23,2,6,7,0.166666666666667
"7624","Sturnella_magna",3100,-82.27,29.55,3,3,7,0.2
"8664","Locustella_certhiola",7123,108.9,53.43,7,9,9,0.166666666666667
"2331","Taoniscus_nanus",334,-48.17,-18.86,1,4,3,0.00280112044817927
"6015","Pachycephala_philippinensis",156,123.31,11.77,1,9,6,0.00769230769230769
"3730","Sylvia_sarda",41,7.59,40.45,1,6,8,0.0769230769230769
"7925","Ciconia_abdimii",2355,15.62,12.52,3,6,6,0.166666666666667
"7374","Otus_spilocephalus",1510,102.16,19.72,2,8,6,0.00952380952380952
"6548","Zonotrichia_atricapilla",1419,-143.06,60.89,2,1,9,0.5
"7643","Progne_subis",2953,-94.05,39.27,3,3,8,0.0434782608695652
"2079","Coryphaspiza_melanotis",104,-61.93,-16.36,1,4,3,0.00280112044817927
"7601","Aythya_valisineria",2625,-121.95,56.5,3,2,9,0.125
"8606","Anthus_campestris",6332,48.1,45.88,6,7,8,0.2
"8101","Carduelis_sinica",3015,121.05,37.53,3,9,8,0.0909090909090909
"6551","Aphelocoma_californica",1137,-110.35,34.09,2,2,7,0.0833333333333333
"3904","Columba_albitorques",106,38.49,9.85,1,7,5,0.00740740740740741
"8330","Dicrurus_macrocercus",3821,97.23,24.86,4,8,7,0.2
"7921","Uraeginthus_bengalus",2964,19.4,6.22,3,6,5,0.0294117647058824
"4108","Enicurus_velatus",102,103.4,-2.3,1,8,4,0.0625
"6663","Vireo_solitarius",2056,-91.6,50.61,2,3,9,0.125
"8409","Chloroceryle_amazona",5182,-60.4,-7.92,5,4,4,0.02
"7551","Acridotheres_cristatellus",1264,109.34,26.37,2,9,7,0.125
"3905","Columba_oliviae",37,48.84,10.44,1,7,5,0.00740740740740741
"7270","Melanocorypha_bimaculata",1568,58.11,41.15,2,7,8,0.1
"8535","Parus_cyanus",5335,78.74,51.92,5,8,9,0.333333333333333
"6146","Crossoptilon_mantchuricum",86,112.78,38.05,1,9,8,0.0222222222222222
"6624","Piranga_rubra",1492,-94.17,33.47,2,3,7,0.111111111111111
"8320","Locustella_fluviatilis",3561,40.28,51.61,4,7,9,0.2
"6722","Nystalus_maculatus",1413,-50.75,-15.87,2,4,3,0.0147058823529412
"4840","Pyrrhula_erythrocephala",157,83.42,29.16,1,8,7,0.00294117647058824
"113","Ammodramus_bairdii",469,-106.07,48.99,1,2,8,0.0256410256410256
"6185","Turdus_hortulorum",921,132.47,51.58,1,9,9,0.2
"7457","Acanthiza_chrysorrhoa",1937,135.32,-29.2,2,9,2,0.0625
"1931","Agriornis_murinus",248,-67.21,-41.35,1,4,1,0.166666666666667
"229","Metriopelia_melanoptera",908,-70.45,-30.21,1,3,2,0.0238095238095238
"6577","Phalaenoptilus_nuttallii",1998,-109.09,37.19,2,2,8,0.0434782608695652
"2963","Cisticola_textrix",315,25.35,-25.82,1,6,3,0.00680272108843537
"1936","Troglodytes_cobbi",15,-59.62,-51.75,1,4,1,0.166666666666667
"4000","Tchagra_jamesi",478,41.26,3.78,1,7,5,0.00740740740740741
"4110","Hypsipetes_virescens",94,103.31,-2.18,1,8,4,0.0625
"6927","Tyrannus_albogularis",1528,-54.66,-9.61,2,4,4,0.00552486187845304
"1942","Asthenes_baeri",739,-62.11,-31.62,1,4,2,0.0147058823529412
"221","Cinclodes_nigrofumosus",86,-71.33,-29.24,1,3,2,0.0238095238095238
"2772","Eulampis_holosericeus",31,-62.25,15.98,1,4,6,0.0666666666666667
"7302","Accipiter_virgatus",2057,101.91,20.36,2,8,6,0.00952380952380952
"7931","Ammomanes_cinctura",2946,21.43,26.4,3,6,7,0.2
"855","Tiaris_obscurus",507,-73.11,-6.73,1,3,4,0.0018348623853211
"8794","Parus_montanus",13771,80.85,55.42,13,8,9,0.166666666666667
"2792","Bycanistes_fistulator",356,-4.21,7.72,1,5,5,0.0185185185185185
"8785","Alcedo_atthis",12809,74.6,38.41,12,8,8,1
